,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
79,24793,35,admin.,married,high.school,no,yes,nov,11,114,1,0,nonexistent,93.2,4.153,no
80,24794,49,management,married,university.degree,no,yes,nov,12,116,1,0,nonexistent,93.2,4.153,no
81,24795,32,services,married,high.school,no,yes,nov,15,105,1,1,failure,93.2,4.153,no
82,24796,40,technician,married,professional.course,no,no,nov,13,348,1,0,nonexistent,93.2,4.153,no
83,24797,44,management,divorced,university.degree,unknown,no,nov,2,365,1,0,nonexistent,93.2,4.153,no
84,24798,44,technician,single,professional.course,no,yes,nov,6,155,1,0,nonexistent,93.2,4.153,no
85,24799,31,entrepreneur,divorced,basic.4y,no,no,nov,27,290,1,1,success,93.2,4.153,no
86,24800,36,self-employed,single,basic.9y,no,no,nov,25,94,1,0,nonexistent,93.2,4.153,no
87,24801,40,self-employed,married,basic.9y,unknown,no,nov,6,53,1,1,failure,93.2,4.153,no
88,24802,37,technician,married,high.school,no,no,nov,21,39,1,0,nonexistent,93.2,4.153,no
89,24803,53,self-employed,married,basic.4y,no,yes,nov,23,76,1,0,nonexistent,93.2,4.153,no
90,24804,32,admin.,single,university.degree,no,no,nov,13,36,1,0,nonexistent,93.2,4.153,no
91,24805,51,admin.,married,high.school,no,no,nov,5,132,1,0,nonexistent,93.2,4.153,no
92,24806,34,technician,married,professional.course,no,yes,nov,3,333,1,0,nonexistent,93.2,4.153,no
93,24807,35,entrepreneur,married,basic.9y,no,yes,nov,9,155,1,0,nonexistent,93.2,4.153,no
94,24808,35,admin.,single,high.school,no,yes,nov,1,106,1,0,nonexistent,93.2,4.153,no
95,24809,33,blue-collar,married,basic.9y,no,yes,nov,24,184,1,0,nonexistent,93.2,4.153,no
96,24810,51,admin.,married,high.school,no,no,nov,22,271,1,1,failure,93.2,4.153,no
97,24811,29,admin.,single,university.degree,no,yes,nov,20,224,1,0,nonexistent,93.2,4.153,no
98,24812,51,technician,married,unknown,no,no,nov,8,144,1,0,nonexistent,93.2,4.153,no
99,24813,30,admin.,single,university.degree,no,no,nov,6,55,1,0,nonexistent,93.2,4.153,no
100,24814,58,technician,married,unknown,no,no,nov,10,82,1,0,nonexistent,93.2,4.153,no
101,24815,36,admin.,married,high.school,no,yes,nov,18,52,3,0,nonexistent,93.2,4.153,no
102,24816,33,management,married,university.degree,no,yes,nov,14,341,1,0,nonexistent,93.2,4.153,no
103,24817,32,blue-collar,married,basic.9y,no,yes,nov,25,47,1,0,nonexistent,93.2,4.153,no
104,24818,32,blue-collar,married,basic.9y,no,no,nov,7,55,1,0,nonexistent,93.2,4.153,no
105,24819,35,unemployed,single,basic.6y,unknown,yes,nov,1,51,1,1,failure,93.2,4.153,no
106,24820,40,blue-collar,married,basic.9y,no,no,nov,1,71,1,0,nonexistent,93.2,4.153,no
107,24821,35,unemployed,single,basic.6y,unknown,yes,nov,22,76,1,0,nonexistent,93.2,4.153,no
108,24822,51,blue-collar,married,basic.9y,unknown,yes,nov,25,62,1,0,nonexistent,93.2,4.153,no
109,24823,33,admin.,married,university.degree,no,yes,nov,8,52,1,0,nonexistent,93.2,4.153,no
110,24824,39,services,divorced,high.school,no,yes,nov,5,46,1,0,nonexistent,93.2,4.153,no
111,24825,32,services,married,basic.6y,unknown,yes,nov,17,368,1,0,nonexistent,93.2,4.153,no
112,24826,50,housemaid,divorced,professional.course,no,yes,nov,26,132,1,0,nonexistent,93.2,4.153,no
113,24827,33,blue-collar,married,basic.9y,no,unknown,nov,22,111,1,1,failure,93.2,4.153,no
114,24828,56,self-employed,divorced,high.school,no,no,nov,4,79,1,0,nonexistent,93.2,4.153,no
115,24829,29,blue-collar,married,basic.9y,no,yes,nov,29,42,1,0,nonexistent,93.2,4.153,no
116,24830,32,blue-collar,married,basic.9y,no,yes,nov,4,295,1,0,nonexistent,93.2,4.153,no
117,24831,40,admin.,married,high.school,no,yes,nov,8,134,1,0,nonexistent,93.2,4.153,no
118,24832,38,technician,single,professional.course,no,no,nov,9,76,1,0,nonexistent,93.2,4.153,no
119,24833,39,services,divorced,high.school,no,yes,nov,19,194,1,0,nonexistent,93.2,4.153,no
120,24834,33,blue-collar,married,basic.9y,no,no,nov,6,214,1,0,nonexistent,93.2,4.153,no
121,24835,31,admin.,divorced,university.degree,no,yes,nov,15,51,1,0,nonexistent,93.2,4.153,no
122,24836,42,self-employed,divorced,university.degree,no,yes,nov,13,278,2,0,nonexistent,93.2,4.153,no
123,24837,43,management,married,university.degree,no,no,nov,15,188,1,0,nonexistent,93.2,4.153,no
124,24838,38,blue-collar,married,basic.9y,no,yes,nov,8,154,1,0,nonexistent,93.2,4.153,no
125,24839,52,admin.,married,university.degree,no,yes,nov,9,79,1,0,nonexistent,93.2,4.153,no
126,24840,43,technician,married,professional.course,no,yes,nov,24,89,1,0,nonexistent,93.2,4.153,no
127,24841,31,blue-collar,single,basic.9y,no,no,nov,6,58,1,0,nonexistent,93.2,4.153,no
128,24842,33,self-employed,married,university.degree,no,yes,nov,13,84,2,0,nonexistent,93.2,4.153,no
129,24843,43,entrepreneur,married,basic.4y,no,yes,nov,17,145,2,0,nonexistent,93.2,4.153,no
130,24844,31,admin.,divorced,university.degree,no,yes,nov,30,346,1,0,nonexistent,93.2,4.153,no
131,24845,52,management,married,high.school,no,yes,nov,10,75,1,1,failure,93.2,4.153,no
132,24846,40,blue-collar,married,basic.4y,no,no,nov,9,181,1,1,failure,93.2,4.153,no
133,24847,38,blue-collar,married,basic.9y,no,no,nov,28,213,1,0,nonexistent,93.2,4.153,no
134,24848,30,services,married,basic.6y,no,unknown,nov,5,340,2,0,nonexistent,93.2,4.153,no
135,24849,38,management,married,university.degree,no,yes,nov,18,353,1,0,nonexistent,93.2,4.153,no
136,24850,51,admin.,married,university.degree,no,no,nov,6,104,2,1,success,93.2,4.153,no
137,24851,37,management,divorced,high.school,no,yes,nov,14,1268,2,0,nonexistent,93.2,4.153,no
138,24852,33,management,married,university.degree,no,yes,nov,28,47,1,0,nonexistent,93.2,4.153,no
139,24853,36,housemaid,divorced,basic.9y,no,yes,nov,4,59,1,1,failure,93.2,4.153,no
140,24854,39,admin.,married,university.degree,no,no,nov,20,108,1,0,nonexistent,93.2,4.153,no
141,24855,36,technician,divorced,high.school,no,no,nov,6,132,1,0,nonexistent,93.2,4.153,no
142,24856,55,entrepreneur,married,university.degree,unknown,no,nov,13,86,1,0,nonexistent,93.2,4.153,no
143,24857,41,admin.,married,university.degree,unknown,yes,nov,25,61,1,0,nonexistent,93.2,4.153,no
144,24858,33,admin.,married,high.school,no,yes,nov,19,273,1,1,failure,93.2,4.153,no
145,24859,32,services,married,high.school,unknown,yes,nov,15,121,1,0,nonexistent,93.2,4.153,no
146,24860,41,admin.,married,university.degree,unknown,yes,nov,14,88,1,0,nonexistent,93.2,4.153,no
147,24861,46,blue-collar,married,basic.9y,no,yes,nov,5,50,1,1,failure,93.2,4.153,no
148,24862,29,admin.,single,university.degree,no,yes,nov,20,636,1,0,nonexistent,93.2,4.153,no
149,24863,31,management,single,university.degree,no,yes,nov,5,466,1,0,nonexistent,93.2,4.153,no
150,24864,31,housemaid,married,university.degree,unknown,no,nov,7,110,1,0,nonexistent,93.2,4.153,no
151,24865,44,entrepreneur,divorced,basic.6y,no,yes,nov,24,132,1,0,nonexistent,93.2,4.153,no
152,24866,31,unemployed,married,high.school,yes,no,nov,9,111,2,1,failure,93.2,4.153,no
153,24867,34,blue-collar,married,professional.course,no,yes,nov,23,135,3,0,nonexistent,93.2,4.153,no
154,24868,46,blue-collar,married,basic.9y,no,no,nov,30,281,1,0,nonexistent,93.2,4.153,no
155,24869,35,management,married,basic.4y,no,no,nov,4,276,1,1,failure,93.2,4.153,no
156,24870,43,entrepreneur,married,basic.9y,no,yes,nov,8,74,1,0,nonexistent,93.2,4.153,no
157,24871,39,management,single,high.school,unknown,no,nov,23,274,1,0,nonexistent,93.2,4.153,no
158,24872,31,admin.,married,university.degree,no,yes,nov,22,71,2,0,nonexistent,93.2,4.153,no
159,24873,54,admin.,divorced,university.degree,no,yes,nov,4,79,2,1,failure,93.2,4.153,no
160,24874,30,management,married,university.degree,no,yes,nov,1,196,1,0,nonexistent,93.2,4.153,no
161,24875,43,blue-collar,single,basic.4y,no,yes,nov,9,175,1,1,failure,93.2,4.153,no
162,24876,48,admin.,married,unknown,unknown,no,nov,7,319,2,1,failure,93.2,4.153,no
163,24877,48,services,married,high.school,no,yes,nov,5,71,1,0,nonexistent,93.2,4.153,no
164,24878,39,management,single,high.school,unknown,no,nov,3,714,1,1,failure,93.2,4.153,no
165,24879,52,management,married,university.degree,no,yes,nov,24,67,1,0,nonexistent,93.2,4.153,no
166,24880,54,technician,married,professional.course,no,yes,nov,15,149,2,0,nonexistent,93.2,4.153,no
167,24881,56,technician,single,professional.course,no,yes,nov,27,635,5,0,nonexistent,93.2,4.153,no
168,24882,39,admin.,single,high.school,no,yes,nov,5,95,1,0,nonexistent,93.2,4.153,no
169,24883,32,blue-collar,single,university.degree,unknown,yes,nov,12,63,1,0,nonexistent,93.2,4.153,no
170,24884,51,admin.,married,high.school,no,yes,nov,4,280,2,0,nonexistent,93.2,4.153,no
171,24885,39,services,married,high.school,no,yes,nov,15,107,1,0,nonexistent,93.2,4.153,no
172,24886,39,services,married,basic.9y,no,yes,nov,8,51,1,0,nonexistent,93.2,4.153,no
173,24887,37,technician,married,professional.course,no,yes,nov,20,850,2,0,nonexistent,93.2,4.153,no
174,24888,52,management,married,university.degree,no,unknown,nov,3,486,1,0,nonexistent,93.2,4.153,yes
175,24889,47,housemaid,divorced,professional.course,no,no,nov,9,253,1,1,failure,93.2,4.153,no
176,24890,37,blue-collar,married,high.school,no,no,nov,9,118,1,0,nonexistent,93.2,4.153,no
177,24891,49,entrepreneur,married,professional.course,unknown,no,nov,6,132,3,0,nonexistent,93.2,4.153,no
178,24892,36,admin.,married,high.school,no,no,nov,13,141,2,0,nonexistent,93.2,4.153,no
179,24893,35,blue-collar,married,basic.4y,no,no,nov,29,169,2,0,nonexistent,93.2,4.153,no
180,24894,48,services,married,high.school,no,yes,nov,20,835,1,0,nonexistent,93.2,4.153,no
181,24895,37,blue-collar,divorced,basic.6y,no,no,nov,15,200,1,0,nonexistent,93.2,4.153,no
182,24896,39,self-employed,married,university.degree,no,yes,nov,14,95,1,0,nonexistent,93.2,4.153,no
183,24897,39,self-employed,married,university.degree,no,yes,nov,17,122,2,0,nonexistent,93.2,4.153,no
184,24898,48,admin.,single,university.degree,no,no,nov,16,148,1,1,failure,93.2,4.153,no
185,24899,33,admin.,married,university.degree,no,yes,nov,11,51,1,0,nonexistent,93.2,4.153,no
186,24900,32,blue-collar,married,basic.4y,no,no,nov,22,132,2,0,nonexistent,93.2,4.153,no
187,24901,38,blue-collar,married,basic.9y,no,no,nov,5,180,2,1,failure,93.2,4.153,no
188,24902,30,technician,single,professional.course,no,no,nov,4,835,1,0,nonexistent,93.2,4.153,yes
189,24903,36,unemployed,married,basic.6y,no,yes,nov,20,144,1,0,nonexistent,93.2,4.153,no
190,24904,50,services,married,high.school,no,yes,nov,17,90,1,0,nonexistent,93.2,4.153,no
191,24905,50,services,married,high.school,no,yes,nov,9,129,1,1,failure,93.2,4.153,no
192,24906,34,blue-collar,married,basic.9y,no,no,nov,21,54,1,1,failure,93.2,4.153,no
193,24907,30,technician,married,professional.course,no,yes,nov,13,613,1,0,nonexistent,93.2,4.153,no
194,24908,54,entrepreneur,married,basic.4y,no,yes,nov,16,150,2,1,failure,93.2,4.153,no
195,24909,32,services,married,basic.6y,unknown,yes,nov,17,162,2,0,nonexistent,93.2,4.153,no
196,24910,52,admin.,single,basic.9y,no,yes,nov,21,296,1,1,success,93.2,4.153,no
197,24911,40,services,married,high.school,no,yes,nov,25,66,1,0,nonexistent,93.2,4.153,no
198,24912,30,unemployed,married,high.school,no,no,nov,25,155,1,0,nonexistent,93.2,4.153,no
199,24913,30,unemployed,married,high.school,no,no,nov,23,145,1,0,nonexistent,93.2,4.153,no
200,24914,34,blue-collar,single,high.school,no,yes,nov,4,117,1,0,nonexistent,93.2,4.153,no
201,24915,33,entrepreneur,single,university.degree,no,yes,nov,24,435,4,0,nonexistent,93.2,4.153,no
202,24916,32,admin.,married,university.degree,no,yes,nov,8,266,1,1,failure,93.2,4.153,no
203,24917,37,blue-collar,divorced,basic.6y,no,yes,nov,16,963,1,1,failure,93.2,4.153,no
204,24918,52,technician,married,high.school,no,yes,nov,20,385,1,0,nonexistent,93.2,4.153,no
205,24919,38,blue-collar,divorced,unknown,no,yes,nov,7,125,1,0,nonexistent,93.2,4.153,no
206,24920,34,blue-collar,single,high.school,no,yes,nov,6,257,1,0,nonexistent,93.2,4.153,no
207,24921,36,blue-collar,married,basic.9y,no,yes,nov,7,99,1,1,failure,93.2,4.153,no
208,24922,36,blue-collar,married,basic.9y,no,unknown,nov,29,95,1,0,nonexistent,93.2,4.153,no
209,24923,34,technician,single,university.degree,no,yes,nov,3,82,1,1,failure,93.2,4.153,no
210,24924,38,blue-collar,divorced,unknown,no,no,nov,4,154,1,0,nonexistent,93.2,4.153,no
211,24925,40,technician,married,professional.course,no,yes,nov,29,130,1,0,nonexistent,93.2,4.153,no
212,24926,29,technician,single,high.school,no,yes,nov,12,127,1,0,nonexistent,93.2,4.153,no
213,24927,39,management,married,high.school,no,yes,nov,20,84,1,0,nonexistent,93.2,4.153,no
214,24928,38,blue-collar,divorced,unknown,no,no,nov,19,596,1,0,nonexistent,93.2,4.153,yes
215,24929,40,management,married,university.degree,no,no,nov,3,131,2,1,failure,93.2,4.153,no
216,24930,30,unemployed,married,high.school,no,yes,nov,13,924,1,0,nonexistent,93.2,4.153,yes
217,24931,52,admin.,divorced,university.degree,no,yes,nov,2,183,1,0,nonexistent,93.2,4.153,no
218,24932,30,admin.,divorced,university.degree,no,no,nov,18,198,1,0,nonexistent,93.2,4.153,no
219,24933,49,management,married,university.degree,no,yes,nov,7,37,1,1,failure,93.2,4.153,no
220,24934,49,management,married,university.degree,no,no,nov,29,188,1,1,failure,93.2,4.153,no
221,24935,47,services,married,high.school,no,yes,nov,16,99,1,0,nonexistent,93.2,4.153,no
222,24936,49,management,married,university.degree,no,yes,nov,5,197,1,0,nonexistent,93.2,4.153,no
223,24937,30,admin.,divorced,university.degree,no,no,nov,26,464,1,0,nonexistent,93.2,4.153,no
224,24938,30,admin.,divorced,university.degree,no,no,nov,2,453,1,0,nonexistent,93.2,4.153,yes
225,24939,39,entrepreneur,married,university.degree,unknown,no,nov,27,54,2,0,nonexistent,93.2,4.153,no
226,24940,36,housemaid,married,basic.4y,no,no,nov,18,242,1,1,failure,93.2,4.153,no
227,24941,54,entrepreneur,married,professional.course,no,yes,nov,18,134,1,0,nonexistent,93.2,4.153,no
228,24942,41,admin.,married,high.school,no,yes,nov,19,62,4,0,nonexistent,93.2,4.153,no
229,24943,36,technician,married,high.school,no,no,nov,5,91,2,1,failure,93.2,4.153,no
230,24944,52,management,married,university.degree,unknown,yes,nov,4,419,1,0,nonexistent,93.2,4.153,yes
231,24945,31,management,single,university.degree,no,no,nov,4,82,2,0,nonexistent,93.2,4.153,no
232,24946,50,admin.,divorced,basic.9y,no,yes,nov,27,128,2,0,nonexistent,93.2,4.153,no
233,24947,44,management,married,basic.9y,no,no,nov,7,638,2,0,nonexistent,93.2,4.153,no
234,24948,33,technician,single,university.degree,no,no,nov,16,113,1,0,nonexistent,93.2,4.153,no
235,24949,32,technician,divorced,professional.course,no,yes,nov,27,78,1,1,failure,93.2,4.153,no
236,24950,43,blue-collar,married,basic.9y,no,no,nov,6,84,1,0,nonexistent,93.2,4.153,no
237,24951,32,technician,divorced,professional.course,no,yes,nov,7,250,1,0,nonexistent,93.2,4.153,no
238,24952,32,technician,divorced,professional.course,no,no,nov,23,288,1,0,nonexistent,93.2,4.153,no
239,24953,57,retired,married,professional.course,no,unknown,nov,7,193,1,0,nonexistent,93.2,4.153,no
240,24954,49,blue-collar,married,basic.4y,no,no,nov,25,34,1,1,failure,93.2,4.153,no
241,24955,47,admin.,divorced,high.school,no,no,nov,13,352,1,0,nonexistent,93.2,4.153,no
242,24956,51,services,divorced,high.school,no,no,nov,9,119,1,1,failure,93.2,4.153,no
243,24957,43,management,married,university.degree,no,yes,nov,4,89,1,0,nonexistent,93.2,4.153,no
244,24958,41,admin.,single,university.degree,no,no,nov,15,93,1,0,nonexistent,93.2,4.153,no
245,24959,39,admin.,married,university.degree,no,yes,nov,10,305,1,0,nonexistent,93.2,4.153,no
246,24960,51,admin.,married,high.school,no,yes,nov,18,109,1,0,nonexistent,93.2,4.153,no
247,24961,38,technician,married,professional.course,no,yes,nov,1,205,1,0,nonexistent,93.2,4.153,no
248,24962,48,admin.,married,university.degree,no,yes,nov,12,122,1,1,failure,93.2,4.153,no
249,24963,31,student,single,high.school,no,yes,nov,16,107,1,0,nonexistent,93.2,4.153,no
250,24964,35,admin.,married,high.school,no,yes,nov,21,17,1,0,nonexistent,93.2,4.153,no
251,24965,47,services,married,high.school,no,yes,nov,26,103,1,1,failure,93.2,4.153,no
252,24966,29,blue-collar,divorced,basic.6y,no,yes,nov,22,272,2,0,nonexistent,93.2,4.153,no
253,24967,54,retired,married,high.school,no,yes,nov,26,145,1,0,nonexistent,93.2,4.153,no
254,24968,47,technician,married,professional.course,no,no,nov,23,233,1,1,failure,93.2,4.153,no
255,24969,54,retired,married,high.school,no,no,nov,29,172,1,0,nonexistent,93.2,4.153,no
256,24970,49,management,married,basic.9y,no,unknown,nov,19,336,1,0,nonexistent,93.2,4.153,no
257,24971,30,services,married,basic.6y,no,no,nov,26,154,2,0,nonexistent,93.2,4.153,no
258,24972,39,services,married,basic.9y,no,no,nov,15,109,1,0,nonexistent,93.2,4.153,no
259,24973,50,self-employed,married,university.degree,no,no,nov,19,103,1,0,nonexistent,93.2,4.153,no
260,24974,39,admin.,married,high.school,no,yes,nov,2,50,1,0,nonexistent,93.2,4.153,no
261,24975,37,unemployed,single,university.degree,no,yes,nov,22,95,1,0,nonexistent,93.2,4.153,no
262,24976,49,services,married,high.school,no,no,nov,3,48,1,1,failure,93.2,4.153,no
263,24977,38,blue-collar,married,professional.course,no,yes,nov,21,15,2,0,nonexistent,93.2,4.153,no
264,24978,51,admin.,married,basic.6y,no,yes,nov,28,122,1,0,nonexistent,93.2,4.153,no
265,24979,53,self-employed,married,basic.4y,no,no,nov,19,505,2,0,nonexistent,93.2,4.153,no
266,24980,55,admin.,married,high.school,no,yes,nov,7,106,1,0,nonexistent,93.2,4.153,no
267,24981,51,entrepreneur,married,basic.9y,no,no,nov,1,125,1,1,failure,93.2,4.153,no
268,24982,55,admin.,married,high.school,no,yes,nov,28,191,1,0,nonexistent,93.2,4.153,no
269,24983,44,technician,married,professional.course,no,yes,nov,30,75,1,0,nonexistent,93.2,4.153,no
270,24984,57,management,married,university.degree,no,yes,nov,3,609,2,1,failure,93.2,4.153,yes
271,24985,54,entrepreneur,married,professional.course,no,no,nov,20,1855,1,0,nonexistent,93.2,4.153,yes
272,24986,35,management,married,high.school,no,yes,nov,8,159,1,0,nonexistent,93.2,4.153,no
273,24987,49,admin.,married,basic.9y,no,yes,nov,14,204,1,0,nonexistent,93.2,4.153,no
274,24988,48,technician,married,university.degree,no,yes,nov,7,82,1,1,failure,93.2,4.153,no
275,24989,50,management,married,basic.4y,no,yes,nov,30,389,1,1,failure,93.2,4.153,no
276,24990,46,self-employed,married,basic.4y,no,yes,nov,24,162,1,1,failure,93.2,4.153,no
277,24991,31,entrepreneur,divorced,basic.4y,no,no,nov,30,152,2,0,nonexistent,93.2,4.153,no
