,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
38,37108,27,admin.,married,university.degree,no,no,jul,22,99,6,1,failure,92.469,0.908,yes
39,37109,38,management,married,university.degree,no,no,jul,3,486,5,0,nonexistent,92.469,0.908,yes
40,37110,30,student,single,university.degree,no,no,jul,31,109,3,0,nonexistent,92.469,0.908,no
41,37111,31,admin.,single,high.school,no,no,jul,21,258,6,0,nonexistent,92.469,0.908,no
42,37112,44,admin.,divorced,high.school,no,no,jul,19,573,5,0,nonexistent,92.469,0.908,yes
43,37113,47,admin.,married,university.degree,no,no,jul,10,186,9,0,nonexistent,92.469,0.908,no
44,37114,36,admin.,married,high.school,no,no,jul,30,383,6,0,nonexistent,92.469,0.908,no
45,37115,58,management,married,university.degree,no,no,jul,15,292,6,1,failure,92.469,0.903,no
46,37116,54,unemployed,married,university.degree,no,yes,jul,17,141,2,0,nonexistent,92.469,0.899,no
47,37117,41,admin.,married,high.school,no,no,aug,9,151,1,0,nonexistent,92.201,0.884,no
48,37118,32,services,married,high.school,no,no,aug,12,205,1,0,nonexistent,92.201,0.884,no
49,37119,61,self-employed,divorced,high.school,no,no,aug,9,92,1,0,nonexistent,92.201,0.884,no
50,37120,48,management,married,university.degree,no,yes,aug,24,313,1,0,nonexistent,92.201,0.884,no
51,37121,42,admin.,married,university.degree,no,yes,aug,4,576,1,1,success,92.201,0.884,yes
52,37122,61,retired,married,professional.course,no,no,aug,8,219,1,0,nonexistent,92.201,0.884,yes
53,37123,36,admin.,single,high.school,no,yes,aug,6,320,1,0,nonexistent,92.201,0.884,no
54,37124,31,admin.,single,university.degree,no,no,aug,30,138,1,1,success,92.201,0.884,no
55,37125,18,student,single,basic.9y,no,yes,aug,5,642,1,0,nonexistent,92.201,0.884,yes
56,37126,47,admin.,divorced,university.degree,no,yes,aug,19,185,1,0,nonexistent,92.201,0.884,yes
57,37127,52,management,married,university.degree,no,no,aug,2,600,1,0,nonexistent,92.201,0.884,yes
58,37128,29,student,single,high.school,no,unknown,aug,5,505,1,3,success,92.201,0.884,yes
59,37129,64,unemployed,married,university.degree,no,yes,aug,15,248,1,2,failure,92.201,0.884,no
60,37130,26,technician,single,university.degree,no,yes,aug,22,204,2,1,failure,92.201,0.884,no
61,37131,51,management,married,university.degree,no,yes,aug,9,138,1,0,nonexistent,92.201,0.884,no
62,37132,21,student,single,high.school,no,yes,aug,4,220,1,0,nonexistent,92.201,0.884,no
63,37133,51,management,married,university.degree,no,yes,aug,26,249,1,0,nonexistent,92.201,0.884,yes
64,37134,21,student,single,high.school,no,no,aug,16,259,1,1,failure,92.201,0.884,no
65,37135,42,technician,single,unknown,no,yes,aug,13,158,1,1,failure,92.201,0.884,no
66,37136,72,retired,divorced,university.degree,no,no,aug,19,270,1,0,nonexistent,92.201,0.884,no
67,37137,72,retired,divorced,university.degree,no,no,aug,9,370,1,0,nonexistent,92.201,0.884,no
68,37138,34,technician,single,professional.course,no,yes,aug,27,251,1,0,nonexistent,92.201,0.884,no
69,37139,24,student,single,high.school,no,yes,aug,21,79,1,0,nonexistent,92.201,0.884,no
70,37140,17,student,single,unknown,no,yes,aug,16,432,3,2,success,92.201,0.884,no
71,37141,34,technician,single,professional.course,no,no,aug,30,305,1,0,nonexistent,92.201,0.884,yes
72,37142,59,admin.,married,high.school,no,yes,aug,1,1019,2,1,success,92.201,0.884,yes
73,37143,34,technician,single,professional.course,no,no,aug,13,211,1,0,nonexistent,92.201,0.884,yes
74,37144,40,admin.,married,university.degree,no,no,aug,14,397,2,1,failure,92.201,0.884,no
75,37145,37,technician,married,professional.course,no,yes,aug,17,414,1,0,nonexistent,92.201,0.884,yes
76,37146,57,technician,married,high.school,no,yes,aug,17,290,2,1,success,92.201,0.884,yes
77,37147,59,admin.,married,high.school,no,yes,aug,4,277,1,0,nonexistent,92.201,0.884,yes
78,37148,52,management,married,university.degree,no,no,aug,31,206,1,1,failure,92.201,0.884,no
79,37149,46,unknown,married,unknown,no,no,aug,5,299,2,0,nonexistent,92.201,0.884,no
80,37150,43,services,divorced,basic.6y,no,yes,aug,7,40,3,0,nonexistent,92.201,0.884,no
81,37151,27,management,single,university.degree,no,yes,aug,23,106,1,0,nonexistent,92.201,0.884,no
82,37152,20,student,single,high.school,no,no,aug,7,254,1,0,nonexistent,92.201,0.884,yes
83,37153,59,retired,married,unknown,no,unknown,aug,13,177,1,0,nonexistent,92.201,0.884,no
84,37154,32,services,single,high.school,no,yes,aug,28,253,1,2,success,92.201,0.884,yes
85,37155,37,admin.,married,high.school,no,no,aug,7,179,2,1,failure,92.201,0.884,yes
86,37156,39,blue-collar,married,basic.9y,no,no,aug,22,394,1,0,nonexistent,92.201,0.884,yes
87,37157,59,retired,divorced,university.degree,no,yes,aug,7,526,1,0,nonexistent,92.201,0.884,no
88,37158,45,unemployed,divorced,basic.4y,no,yes,aug,24,156,1,0,nonexistent,92.201,0.884,no
89,37159,45,unemployed,divorced,basic.4y,no,no,aug,1,416,1,0,nonexistent,92.201,0.884,no
90,37160,46,admin.,married,high.school,no,no,aug,19,231,2,0,nonexistent,92.201,0.884,yes
91,37161,59,retired,married,unknown,no,no,aug,22,385,2,1,failure,92.201,0.884,yes
92,37162,43,services,divorced,basic.6y,no,yes,aug,12,813,2,0,nonexistent,92.201,0.884,no
93,37163,37,technician,married,professional.course,no,no,aug,6,157,3,2,success,92.201,0.884,yes
94,37164,56,entrepreneur,married,high.school,no,yes,aug,1,131,5,1,failure,92.201,0.884,no
95,37165,42,unemployed,married,unknown,no,no,aug,15,175,4,0,nonexistent,92.201,0.883,yes
96,37166,46,blue-collar,married,professional.course,no,no,aug,13,99,5,0,nonexistent,92.201,0.883,no
97,37167,31,admin.,single,university.degree,no,no,aug,31,331,2,0,nonexistent,92.201,0.883,no
98,37168,37,admin.,married,university.degree,no,no,aug,15,89,1,0,nonexistent,92.201,0.883,no
99,37169,52,retired,divorced,university.degree,no,yes,aug,2,155,2,1,success,92.201,0.883,yes
100,37170,70,retired,married,basic.4y,unknown,yes,aug,25,320,1,0,nonexistent,92.201,0.883,no
101,37171,32,technician,married,university.degree,no,no,aug,23,975,4,0,nonexistent,92.201,0.883,yes
102,37172,63,retired,married,basic.4y,no,no,aug,21,49,3,0,nonexistent,92.201,0.883,no
103,37173,42,unemployed,married,unknown,no,yes,aug,12,280,7,0,nonexistent,92.201,0.883,no
104,37174,52,technician,married,professional.course,no,no,aug,24,126,6,0,nonexistent,92.201,0.883,no
105,37175,57,management,married,university.degree,no,yes,aug,18,107,4,0,nonexistent,92.201,0.883,no
106,37176,60,self-employed,divorced,university.degree,no,no,aug,14,90,2,0,nonexistent,92.201,0.883,no
107,37177,59,housemaid,married,basic.4y,no,yes,aug,16,121,6,0,nonexistent,92.201,0.883,no
108,37178,32,technician,married,university.degree,no,yes,aug,21,148,2,1,success,92.201,0.883,no
109,37179,37,blue-collar,married,basic.9y,no,yes,aug,9,161,1,0,nonexistent,92.201,0.883,no
110,37180,63,retired,married,basic.4y,no,no,aug,25,87,4,0,nonexistent,92.201,0.883,no
111,37181,37,admin.,married,university.degree,no,no,aug,5,305,1,0,nonexistent,92.201,0.883,no
112,37182,28,student,single,unknown,no,yes,aug,12,111,1,1,failure,92.201,0.883,no
113,37183,52,retired,divorced,university.degree,no,no,aug,1,427,1,1,success,92.201,0.883,yes
114,37184,45,technician,single,university.degree,no,no,aug,22,146,1,0,nonexistent,92.201,0.883,no
115,37185,58,retired,married,high.school,no,no,aug,1,144,1,0,nonexistent,92.201,0.883,no
116,37186,79,retired,married,unknown,no,no,aug,21,86,2,0,nonexistent,92.201,0.883,no
117,37187,53,technician,married,professional.course,no,yes,aug,13,190,1,0,nonexistent,92.201,0.883,no
118,37188,53,technician,married,professional.course,no,yes,aug,20,100,1,1,failure,92.201,0.883,no
119,37189,24,student,single,high.school,no,no,aug,2,355,1,0,nonexistent,92.201,0.883,yes
120,37190,74,retired,married,high.school,no,no,aug,7,472,1,0,nonexistent,92.201,0.883,no
121,37191,54,admin.,divorced,high.school,no,yes,aug,15,131,2,1,success,92.201,0.883,yes
122,37192,74,retired,married,high.school,no,no,aug,15,174,1,0,nonexistent,92.201,0.883,no
123,37193,74,retired,married,high.school,no,yes,aug,31,1452,1,1,failure,92.201,0.883,yes
124,37194,58,unemployed,divorced,professional.course,no,no,aug,23,142,1,0,nonexistent,92.201,0.883,no
125,37195,74,retired,married,high.school,no,no,aug,15,135,1,0,nonexistent,92.201,0.883,no
126,37196,42,unemployed,married,unknown,no,yes,aug,19,250,4,2,success,92.201,0.883,yes
127,37197,35,admin.,single,university.degree,no,yes,aug,29,789,1,0,nonexistent,92.201,0.883,no
128,37198,31,technician,divorced,professional.course,no,yes,aug,23,310,2,1,failure,92.201,0.883,yes
129,37199,35,admin.,single,university.degree,no,yes,aug,5,338,1,0,nonexistent,92.201,0.883,yes
130,37200,35,admin.,single,university.degree,no,yes,aug,27,116,1,0,nonexistent,92.201,0.883,no
131,37201,60,entrepreneur,married,unknown,no,no,aug,1,130,2,0,nonexistent,92.201,0.883,no
132,37202,35,admin.,single,university.degree,no,no,aug,22,250,1,1,failure,92.201,0.883,no
133,37203,35,admin.,single,university.degree,no,yes,aug,15,471,1,0,nonexistent,92.201,0.883,no
134,37204,25,technician,single,university.degree,no,yes,aug,18,256,1,0,nonexistent,92.201,0.883,yes
135,37205,44,admin.,married,university.degree,no,yes,aug,12,254,2,0,nonexistent,92.201,0.883,yes
136,37206,76,retired,married,basic.4y,no,yes,aug,26,550,1,0,nonexistent,92.201,0.883,yes
137,37207,76,retired,married,basic.4y,no,yes,aug,21,345,2,0,nonexistent,92.201,0.881,yes
138,37208,32,technician,single,professional.course,no,no,aug,15,169,2,0,nonexistent,92.201,0.881,no
139,37209,46,housemaid,married,high.school,no,yes,aug,7,358,1,0,nonexistent,92.201,0.881,yes
140,37210,29,admin.,single,university.degree,no,yes,aug,7,107,1,0,nonexistent,92.201,0.881,no
141,37211,38,admin.,single,university.degree,no,yes,aug,1,116,1,0,nonexistent,92.201,0.881,no
142,37212,51,technician,married,professional.course,no,yes,aug,28,115,2,0,nonexistent,92.201,0.881,no
143,37213,82,retired,married,university.degree,no,no,aug,20,79,2,2,failure,92.201,0.881,no
144,37214,33,blue-collar,married,basic.9y,no,no,aug,28,79,1,1,failure,92.201,0.881,yes
145,37215,38,admin.,single,university.degree,no,yes,aug,25,140,1,0,nonexistent,92.201,0.881,no
146,37216,32,technician,single,professional.course,no,yes,aug,11,107,2,1,failure,92.201,0.881,no
147,37217,32,admin.,married,university.degree,no,yes,aug,20,131,1,0,nonexistent,92.201,0.881,no
148,37218,29,admin.,single,university.degree,no,no,aug,6,289,2,0,nonexistent,92.201,0.881,yes
149,37219,75,retired,married,basic.4y,no,no,aug,11,714,1,0,nonexistent,92.201,0.881,yes
150,37220,25,admin.,single,university.degree,no,yes,aug,21,255,1,0,nonexistent,92.201,0.881,yes
151,37221,34,admin.,married,university.degree,no,no,aug,28,78,1,0,nonexistent,92.201,0.881,no
152,37222,34,admin.,married,university.degree,no,yes,aug,25,258,1,0,nonexistent,92.201,0.881,no
153,37223,32,technician,single,professional.course,no,no,aug,16,87,1,0,nonexistent,92.201,0.881,yes
154,37224,46,housemaid,married,high.school,no,yes,aug,23,258,1,0,nonexistent,92.201,0.881,no
155,37225,51,housemaid,married,unknown,no,no,aug,24,273,1,1,failure,92.201,0.881,yes
156,37226,32,unemployed,single,university.degree,no,yes,aug,11,88,1,1,failure,92.201,0.881,no
157,37227,70,retired,married,basic.4y,no,yes,aug,31,530,2,0,nonexistent,92.201,0.881,yes
158,37228,24,student,single,high.school,no,no,aug,16,292,1,0,nonexistent,92.201,0.881,no
159,37229,24,student,single,high.school,no,yes,aug,24,456,1,0,nonexistent,92.201,0.881,yes
160,37230,41,services,single,university.degree,no,yes,aug,9,142,1,2,success,92.201,0.881,yes
161,37231,41,services,single,university.degree,no,yes,aug,7,325,1,0,nonexistent,92.201,0.881,yes
162,37232,33,admin.,single,high.school,no,yes,aug,31,1088,3,0,nonexistent,92.201,0.881,yes
163,37233,48,unemployed,single,basic.9y,no,no,aug,23,173,2,0,nonexistent,92.201,0.881,no
164,37234,54,technician,married,university.degree,no,yes,aug,23,325,1,1,success,92.201,0.881,no
165,37235,73,retired,married,basic.4y,no,no,aug,10,453,1,0,nonexistent,92.201,0.881,yes
166,37236,48,entrepreneur,married,university.degree,no,no,aug,19,295,2,2,success,92.201,0.881,yes
167,37237,73,retired,married,basic.9y,no,no,aug,16,239,1,1,success,92.201,0.881,no
168,37238,58,admin.,married,university.degree,no,no,aug,3,121,2,0,nonexistent,92.201,0.881,no
169,37239,73,retired,married,basic.4y,no,yes,aug,25,305,1,0,nonexistent,92.201,0.881,no
170,37240,23,student,single,high.school,no,yes,aug,28,136,1,3,failure,92.201,0.881,no
171,37241,36,management,married,university.degree,no,yes,aug,23,100,1,0,nonexistent,92.201,0.881,no
172,37242,30,admin.,single,university.degree,no,yes,aug,23,83,1,2,failure,92.201,0.881,no
173,37243,28,admin.,single,university.degree,no,no,aug,24,70,1,0,nonexistent,92.201,0.881,no
174,37244,33,blue-collar,married,basic.9y,no,no,aug,27,99,1,2,failure,92.201,0.881,no
175,37245,28,admin.,single,university.degree,no,no,aug,23,262,1,2,success,92.201,0.881,yes
176,37246,28,admin.,single,university.degree,no,yes,aug,14,119,1,1,failure,92.201,0.881,no
177,37247,51,housemaid,married,unknown,no,yes,aug,2,121,1,0,nonexistent,92.201,0.881,no
178,37248,28,admin.,married,university.degree,no,yes,aug,25,140,1,1,failure,92.201,0.881,no
179,37249,36,services,married,basic.9y,no,yes,aug,24,215,1,1,failure,92.201,0.881,yes
180,37250,51,housemaid,married,unknown,no,yes,aug,9,268,1,0,nonexistent,92.201,0.881,yes
181,37251,36,services,married,basic.9y,no,yes,aug,13,221,1,1,success,92.201,0.881,yes
182,37252,59,unemployed,married,professional.course,no,yes,aug,12,378,2,1,failure,92.201,0.881,no
183,37253,29,admin.,single,high.school,no,yes,aug,12,140,1,0,nonexistent,92.201,0.881,no
184,37254,29,admin.,single,high.school,no,no,aug,10,384,1,3,success,92.201,0.881,no
185,37255,30,self-employed,married,university.degree,no,yes,aug,17,390,2,0,nonexistent,92.201,0.881,no
186,37256,29,admin.,single,high.school,no,no,aug,6,88,1,2,failure,92.201,0.881,no
187,37257,73,retired,married,basic.4y,no,yes,aug,9,135,1,0,nonexistent,92.201,0.881,no
188,37258,27,blue-collar,unknown,high.school,no,no,aug,24,192,1,1,success,92.201,0.881,yes
189,37259,29,admin.,single,high.school,no,no,aug,5,130,1,0,nonexistent,92.201,0.881,yes
190,37260,76,retired,married,university.degree,no,no,aug,9,233,2,0,nonexistent,92.201,0.881,yes
191,37261,29,admin.,single,high.school,no,yes,aug,18,121,1,0,nonexistent,92.201,0.881,no
192,37262,31,admin.,married,university.degree,no,yes,aug,23,353,2,0,nonexistent,92.201,0.881,yes
193,37263,33,admin.,single,high.school,no,yes,aug,26,182,2,1,failure,92.201,0.881,yes
194,37264,48,admin.,divorced,university.degree,no,yes,aug,21,103,1,1,success,92.201,0.881,no
195,37265,43,admin.,single,high.school,no,yes,aug,11,231,3,0,nonexistent,92.201,0.881,yes
196,37266,54,unemployed,married,university.degree,no,no,aug,31,122,3,0,nonexistent,92.201,0.884,no
197,37267,44,entrepreneur,married,basic.4y,no,unknown,aug,5,111,2,0,nonexistent,92.201,0.884,no
198,37268,46,blue-collar,married,professional.course,no,no,aug,11,255,3,0,nonexistent,92.201,0.884,no
199,37269,35,services,single,university.degree,no,unknown,aug,5,419,2,0,nonexistent,92.201,0.884,no
200,37270,36,management,married,university.degree,no,no,aug,24,1225,2,0,nonexistent,92.201,0.884,no
201,37271,40,blue-collar,divorced,basic.9y,no,no,aug,22,54,1,1,failure,92.201,0.884,no
202,37272,36,management,married,university.degree,no,no,aug,2,328,1,0,nonexistent,92.201,0.884,yes
203,37273,52,admin.,married,university.degree,no,no,aug,22,268,1,0,nonexistent,92.201,0.884,no
204,37274,38,technician,married,professional.course,no,no,aug,8,923,1,1,failure,92.201,0.884,yes
205,37275,41,admin.,married,high.school,no,no,aug,27,88,1,0,nonexistent,92.201,0.884,no
206,37276,27,student,single,high.school,no,no,aug,3,131,1,2,success,92.201,0.884,no
207,37277,38,admin.,single,high.school,no,yes,aug,4,167,1,0,nonexistent,92.201,0.884,yes
208,37278,64,retired,married,university.degree,no,no,aug,16,133,1,0,nonexistent,92.201,0.884,no
209,37279,36,admin.,divorced,university.degree,no,no,aug,22,559,1,1,success,92.201,0.884,yes
210,37280,36,admin.,divorced,university.degree,no,yes,aug,10,146,2,2,failure,92.201,0.884,yes
211,37281,37,technician,married,university.degree,no,yes,aug,30,187,1,1,success,92.201,0.884,yes
212,37282,65,retired,married,basic.6y,no,no,aug,10,161,2,1,failure,92.201,0.884,yes
213,37283,66,admin.,married,university.degree,no,no,aug,18,489,2,1,success,92.201,0.884,no
214,37284,19,student,single,basic.9y,no,no,aug,3,120,1,1,success,92.201,0.884,no
215,37285,40,blue-collar,married,high.school,no,yes,aug,1,158,1,1,success,92.201,0.884,no
216,37286,40,admin.,married,university.degree,no,no,aug,3,246,1,1,success,92.201,0.884,no
217,37287,33,admin.,married,high.school,no,yes,aug,22,252,1,1,success,92.201,0.884,yes
218,37288,43,self-employed,divorced,university.degree,no,no,aug,2,156,1,0,nonexistent,92.201,0.884,no
219,37289,43,self-employed,divorced,university.degree,no,no,aug,7,1529,1,1,failure,92.201,0.884,no
220,37290,63,housemaid,married,basic.4y,no,yes,aug,6,235,1,2,failure,92.201,0.884,yes
221,37291,35,admin.,married,high.school,no,no,aug,11,155,1,1,success,92.201,0.884,no
222,37292,31,admin.,married,high.school,no,no,aug,24,155,2,1,success,92.201,0.884,yes
223,37293,33,technician,single,basic.9y,no,yes,aug,14,289,1,2,failure,92.201,0.884,yes
224,37294,36,blue-collar,married,basic.9y,no,no,aug,19,153,2,1,failure,92.201,0.884,no
225,37295,32,entrepreneur,married,unknown,no,no,aug,19,352,2,2,failure,92.201,0.884,no
226,37296,69,retired,married,professional.course,no,yes,aug,16,411,1,0,nonexistent,92.201,0.884,no
227,37297,35,admin.,single,high.school,no,yes,aug,16,107,4,3,success,92.201,0.884,no
228,37298,21,admin.,single,university.degree,no,yes,aug,27,89,2,1,success,92.201,0.884,no
229,37299,19,student,single,basic.9y,no,yes,aug,25,85,2,0,nonexistent,92.201,0.884,no
230,37300,46,blue-collar,married,professional.course,no,no,aug,29,151,3,1,failure,92.201,0.884,no
231,37301,19,student,single,basic.9y,no,no,aug,24,96,1,1,success,92.201,0.884,no
232,37302,32,student,married,professional.course,no,yes,aug,28,540,2,0,nonexistent,92.201,0.884,no
233,37303,44,unknown,married,university.degree,no,yes,aug,19,263,2,0,nonexistent,92.201,0.884,no
234,37304,39,technician,married,professional.course,no,yes,aug,9,247,1,1,success,92.201,0.884,no
235,37305,40,management,married,university.degree,no,no,aug,2,162,1,1,failure,92.201,0.884,no
236,37306,40,management,married,university.degree,no,no,aug,30,121,1,1,failure,92.201,0.884,no
237,37307,52,admin.,married,university.degree,no,yes,aug,14,179,3,2,success,92.201,0.884,yes
238,37308,67,retired,married,professional.course,no,yes,aug,24,71,1,0,nonexistent,92.201,0.884,no
239,37309,57,entrepreneur,married,professional.course,no,yes,aug,1,157,1,1,success,92.201,0.884,no
240,37310,37,blue-collar,married,basic.9y,no,no,aug,27,213,1,0,nonexistent,92.201,0.884,yes
241,37311,37,blue-collar,married,basic.9y,no,no,aug,22,373,2,0,nonexistent,92.201,0.883,no
242,37312,34,technician,single,professional.course,no,yes,aug,24,1416,2,1,success,92.201,0.883,yes
243,37313,35,technician,married,university.degree,no,yes,aug,23,425,2,1,failure,92.201,0.883,no
244,37314,58,technician,married,professional.course,no,no,aug,22,48,2,0,nonexistent,92.201,0.883,no
245,37315,43,services,married,high.school,no,yes,aug,12,329,1,0,nonexistent,92.201,0.883,no
246,37316,70,housemaid,divorced,basic.4y,no,no,aug,3,90,3,1,failure,92.201,0.883,no
247,37317,34,admin.,single,university.degree,no,yes,aug,31,265,1,1,failure,92.201,0.883,no
248,37318,69,retired,married,high.school,no,yes,aug,2,151,1,0,nonexistent,92.201,0.883,no
249,37319,59,technician,single,basic.6y,no,no,aug,9,181,1,0,nonexistent,92.201,0.883,no
250,37320,49,management,divorced,university.degree,no,yes,aug,25,138,1,0,nonexistent,92.201,0.883,no
251,37321,31,admin.,single,university.degree,no,no,aug,7,265,1,3,success,92.201,0.883,yes
252,37322,31,admin.,single,university.degree,no,no,aug,8,157,1,0,nonexistent,92.201,0.883,no
253,37323,50,management,married,university.degree,no,no,aug,25,89,3,1,success,92.201,0.883,no
254,37324,31,admin.,single,university.degree,no,no,aug,23,387,1,0,nonexistent,92.201,0.883,no
255,37325,45,services,married,high.school,no,no,aug,7,249,3,0,nonexistent,92.201,0.883,no
256,37326,60,retired,married,high.school,no,no,aug,15,123,1,1,success,92.201,0.883,no
257,37327,30,admin.,single,university.degree,no,no,aug,16,156,1,2,failure,92.201,0.883,no
258,37328,30,admin.,single,university.degree,no,yes,aug,8,155,1,1,success,92.201,0.883,no
259,37329,31,admin.,single,university.degree,no,yes,aug,28,115,2,0,nonexistent,92.201,0.883,no
260,37330,58,technician,married,professional.course,no,no,aug,1,704,2,0,nonexistent,92.201,0.883,yes
261,37331,33,admin.,single,high.school,no,yes,aug,21,136,3,0,nonexistent,92.201,0.883,yes
262,37332,26,student,single,professional.course,no,yes,aug,21,176,2,1,failure,92.201,0.883,yes
263,37333,35,self-employed,married,university.degree,no,yes,aug,9,88,1,1,failure,92.201,0.883,no
264,37334,59,retired,married,high.school,no,yes,aug,19,85,1,1,failure,92.201,0.883,no
265,37335,29,technician,single,professional.course,no,yes,aug,22,110,1,0,nonexistent,92.201,0.883,no
266,37336,50,blue-collar,married,unknown,no,yes,aug,13,1398,1,0,nonexistent,92.201,0.883,no
267,37337,61,entrepreneur,married,university.degree,unknown,yes,aug,28,651,1,0,nonexistent,92.201,0.883,yes
268,37338,52,management,married,high.school,no,yes,aug,23,167,1,4,failure,92.201,0.883,yes
269,37339,52,management,married,high.school,no,no,aug,19,408,1,0,nonexistent,92.201,0.883,yes
270,37340,42,admin.,single,university.degree,no,no,aug,16,982,1,0,nonexistent,92.201,0.883,no
271,37341,85,retired,married,professional.course,no,no,aug,13,140,1,0,nonexistent,92.201,0.883,yes
272,37342,27,admin.,single,university.degree,no,yes,aug,4,168,1,0,nonexistent,92.201,0.883,no
273,37343,27,admin.,single,university.degree,no,yes,aug,5,287,1,1,success,92.201,0.883,no
274,37344,49,technician,married,professional.course,no,yes,aug,8,75,1,1,failure,92.201,0.883,no
275,37345,30,admin.,married,university.degree,no,no,aug,23,139,3,1,success,92.201,0.883,yes
276,37346,69,entrepreneur,married,university.degree,no,yes,aug,21,93,1,1,failure,92.201,0.883,no
277,37347,28,admin.,single,university.degree,no,no,aug,19,225,1,2,failure,92.201,0.883,no
278,37348,33,student,single,unknown,no,yes,aug,20,203,1,0,nonexistent,92.201,0.883,no
279,37349,41,admin.,single,university.degree,no,yes,aug,23,280,2,0,nonexistent,92.201,0.883,no
280,37350,54,admin.,single,university.degree,unknown,yes,aug,16,159,1,0,nonexistent,92.201,0.883,no
281,37351,60,admin.,married,professional.course,no,no,aug,25,66,1,0,nonexistent,92.201,0.883,no
282,37352,57,admin.,married,university.degree,no,yes,aug,4,149,1,1,failure,92.201,0.883,yes
283,37353,35,admin.,married,university.degree,no,no,aug,31,349,1,3,failure,92.201,0.883,yes
284,37354,35,admin.,single,university.degree,no,no,aug,12,371,1,0,nonexistent,92.201,0.883,no
285,37355,80,retired,married,illiterate,unknown,yes,aug,8,125,1,1,success,92.201,0.883,yes
